File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF487QUS	fastq	reads	ENCSR212YKD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SKIL-human	ENCAB000BNW	DNA					False	2017-07-24	ENCODE				2	1	100		paired-ended	2	ENCFF156SNY		5593989595	Michael Snyder, Stanford	9624e7a6b5a01068d8b8ec1b345b3a4c		https://www.encodeproject.org/files/ENCFF487QUS/@@download/ENCFF487QUS.fastq.gz		HiSeq 4000	/files/ENCFF647DBV/	released	low read depth, mild to moderate bottlenecking, inconsistent platforms	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF156SNY	fastq	reads	ENCSR212YKD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SKIL-human	ENCAB000BNW	DNA					False	2017-07-24	ENCODE				2	1	100		paired-ended	1	ENCFF487QUS		5015233046	Michael Snyder, Stanford	0f6048bf30cbe1a67c84d3caa362d1b8		https://www.encodeproject.org/files/ENCFF156SNY/@@download/ENCFF156SNY.fastq.gz		HiSeq 4000	/files/ENCFF829GAK/	released	low read depth, mild to moderate bottlenecking, inconsistent platforms	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF000YVM	fastq	reads	ENCSR000EGE	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					EP300-human	ENCAB000AJM	DNA		see document	see document		False	2012-05-14	ENCODE				1	1	36		single-ended				1182736223	Michael Snyder, Stanford	f89d9080740f5a1332e0a6ab057f3156		https://www.encodeproject.org/files/ENCFF000YVM/@@download/ENCFF000YVM.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF000YVO	fastq	reads	ENCSR000EGE	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					EP300-human	ENCAB000AJM	DNA		see document	see document		False	2012-05-14	ENCODE				2	1	36		single-ended				1197045033	Michael Snyder, Stanford	81f0b5314bd937de120c845dd3d04c1a		https://www.encodeproject.org/files/ENCFF000YVO/@@download/ENCFF000YVO.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF000OHH	fastq	reads	ENCSR000BNP	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					YY1-human	ENCAB000ANT	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				581477238	Richard Myers, HAIB	0b60c6268a7255ea7ae942a6215682fb		https://www.encodeproject.org/files/ENCFF000OHH/@@download/ENCFF000OHH.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	low read depth, mild to moderate bottlenecking, low read length	biological replicates with identical biosample		
ENCFF000OHO	fastq	reads	ENCSR000BNP	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					YY1-human	ENCAB000ANT	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				863934127	Richard Myers, HAIB	da8e48228be3f8a5fea131d51b22f9d2		https://www.encodeproject.org/files/ENCFF000OHO/@@download/ENCFF000OHO.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000ODP/	released	low read depth, mild to moderate bottlenecking, low read length	biological replicates with identical biosample		
ENCFF000NIM	fastq	reads	ENCSR000BUD	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	58 year	Homo sapiens					TEAD4-human	ENCAB000ALW	DNA		see document	see document		False	2012-09-10	ENCODE				2	1	50		single-ended				841017092	Richard Myers, HAIB	aef11e59f37af3940b98b6c84184cf86		https://www.encodeproject.org/files/ENCFF000NIM/@@download/ENCFF000NIM.fastq.gz		HiSeq 2000	/files/ENCFF000NGK/	released		biological replicates with identical biosample		
ENCFF000NIP	fastq	reads	ENCSR000BUD	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	58 year	Homo sapiens					TEAD4-human	ENCAB000ALW	DNA		see document	see document		False	2012-09-10	ENCODE				1	1	50		single-ended				1545065990	Richard Myers, HAIB	9da7ea771a497595549fcb29d6a2a085		https://www.encodeproject.org/files/ENCFF000NIP/@@download/ENCFF000NIP.fastq.gz		HiSeq 2000	/files/ENCFF000NGN/	released		biological replicates with identical biosample		
ENCFF000QEH	fastq	reads	ENCSR000BKV	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					RAD21-human	ENCAB000AKG	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				406161650	Richard Myers, HAIB	0b89f08a4eb98e12b2dd0b720c6d4808		https://www.encodeproject.org/files/ENCFF000QEH/@@download/ENCFF000QEH.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000QEU/	released	moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length	biological replicates with identical biosample	insufficient read depth	
ENCFF000QEJ	fastq	reads	ENCSR000BKV	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					RAD21-human	ENCAB000AKG	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				825328424	Richard Myers, HAIB	19ee5547fd8b4d1ec69070be287766df		https://www.encodeproject.org/files/ENCFF000QEJ/@@download/ENCFF000QEJ.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000QET/	released	moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length	biological replicates with identical biosample	insufficient read depth	
ENCFF000YSC	fastq	reads	ENCSR000EGN	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					JUND-human	ENCAB000AID	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				765311647	Michael Snyder, Stanford	358fe8daa1481229469bb3861d84fc63		https://www.encodeproject.org/files/ENCFF000YSC/@@download/ENCFF000YSC.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	low read depth, inconsistent target of control experiment, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF000YSE	fastq	reads	ENCSR000EGN	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					JUND-human	ENCAB000AID	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				1254925256	Michael Snyder, Stanford	689f632f6e28b3c871882c82c016014a		https://www.encodeproject.org/files/ENCFF000YSE/@@download/ENCFF000YSE.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	low read depth, inconsistent target of control experiment, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF674JZV	fastq	reads	ENCSR796VBR	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	58 year	Homo sapiens	dexamethasone				HES2-human	ENCAB260QVN	DNA				formaldehyde	False	2016-10-27	GGR				3	1	51		single-ended				592521151	Tim Reddy, Duke	9b6d7136927e78fb8e477eb7b027272a	SRA:SRR5093147	https://www.encodeproject.org/files/ENCFF674JZV/@@download/ENCFF674JZV.fastq.gz		HiSeq 2000	/files/ENCFF908JZQ/	released		mismatched file status		
ENCFF319RWJ	fastq	reads	ENCSR796VBR	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	58 year	Homo sapiens	dexamethasone				HES2-human	ENCAB260QVN	DNA				formaldehyde	False	2016-10-27	GGR				1	1	51		single-ended				688957665	Tim Reddy, Duke	729bbdeb4dfe190022572a4b063127ca	SRA:SRR5093146	https://www.encodeproject.org/files/ENCFF319RWJ/@@download/ENCFF319RWJ.fastq.gz		HiSeq 2000	/files/ENCFF012ZAV/	released		mismatched file status		
ENCFF622DKG	fastq	reads	ENCSR796VBR	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	58 year	Homo sapiens	dexamethasone				HES2-human	ENCAB260QVN	DNA				formaldehyde	False	2016-10-27	GGR				2	1	51		single-ended				580657667	Tim Reddy, Duke	ab829956d88173e6de0974e71e588cc6	SRA:SRR5093148	https://www.encodeproject.org/files/ENCFF622DKG/@@download/ENCFF622DKG.fastq.gz		HiSeq 2000	/files/ENCFF668GBR/	released		mismatched file status		
ENCFF759CFO	fastq	reads	ENCSR279IEM	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					SIX4-human	ENCAB835PPB	DNA					False	2016-10-11	ENCODE				2	1	100		paired-ended	1	ENCFF498ERZ		2716725030	Michael Snyder, Stanford	8ce80fbf2cedd6ff9504fd7c3106d391	SRA:SRR5111515	https://www.encodeproject.org/files/ENCFF759CFO/@@download/ENCFF759CFO.fastq.gz		HiSeq 4000	/files/ENCFF033KKQ/	released	borderline replicate concordance			
ENCFF578AYF	fastq	reads	ENCSR279IEM	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					SIX4-human	ENCAB835PPB	DNA					False	2016-10-11	ENCODE				1	1	100		paired-ended	2	ENCFF611IXQ		5907002932	Michael Snyder, Stanford	72f3b2ee7265174c6e0de0c3a0878179	SRA:SRR5111514	https://www.encodeproject.org/files/ENCFF578AYF/@@download/ENCFF578AYF.fastq.gz		HiSeq 4000	/files/ENCFF708ZMD/	released	borderline replicate concordance			
ENCFF611IXQ	fastq	reads	ENCSR279IEM	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					SIX4-human	ENCAB835PPB	DNA					False	2016-10-11	ENCODE				1	1	100		paired-ended	1	ENCFF578AYF		5566421756	Michael Snyder, Stanford	2fe519264ccf190d4941b777cdc8acad	SRA:SRR5111514	https://www.encodeproject.org/files/ENCFF611IXQ/@@download/ENCFF611IXQ.fastq.gz		HiSeq 4000	/files/ENCFF311NEY/	released	borderline replicate concordance			
ENCFF498ERZ	fastq	reads	ENCSR279IEM	ChIP-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	69 year	Homo sapiens					SIX4-human	ENCAB835PPB	DNA					False	2016-10-11	ENCODE				2	1	100		paired-ended	2	ENCFF759CFO		3041643464	Michael Snyder, Stanford	0e44f8930003dc9a024be4528d0e9e05	SRA:SRR5111515	https://www.encodeproject.org/files/ENCFF498ERZ/@@download/ENCFF498ERZ.fastq.gz		HiSeq 4000	/files/ENCFF998BWE/	released	borderline replicate concordance			
ENCFF000YVU	fastq	reads	ENCSR000EHH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					NRF1-human	ENCAB000AJI	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				932650646	Michael Snyder, Stanford	c9feed863d3ca8883887a0cf57110c6f		https://www.encodeproject.org/files/ENCFF000YVU/@@download/ENCFF000YVU.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	low read depth, inconsistent target of control experiment, mild to moderate bottlenecking, low read length	biological replicates with identical biosample		
ENCFF000YWC	fastq	reads	ENCSR000EHH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					NRF1-human	ENCAB000AJI	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				1087127946	Michael Snyder, Stanford	acc39e61c06ca48e6896a31fed9a5e6c		https://www.encodeproject.org/files/ENCFF000YWC/@@download/ENCFF000YWC.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YRB/	released	low read depth, inconsistent target of control experiment, mild to moderate bottlenecking, low read length	biological replicates with identical biosample		
ENCFF679UZB	fastq	reads	ENCSR987GXT	ChIP-seq	EFO:0007950	GM23338	induced pluripotent stem cell line	adult	male	53 year	Homo sapiens					CTCF-human	ENCAB000AXX	DNA					False	2017-10-19	ENCODE				1	1	76		paired-ended	1	ENCFF280KFA		1714586442	Bradley Bernstein, Broad	89207139f3bf460e42a170f1a41df530		https://www.encodeproject.org/files/ENCFF679UZB/@@download/ENCFF679UZB.fastq.gz		HiSeq 2500	/files/ENCFF267XUN/	released	low read depth, mild to moderate bottlenecking, antibody characterized with exemption	NTR biosample, experiment not submitted to GEO		
ENCFF280KFA	fastq	reads	ENCSR987GXT	ChIP-seq	EFO:0007950	GM23338	induced pluripotent stem cell line	adult	male	53 year	Homo sapiens					CTCF-human	ENCAB000AXX	DNA					False	2017-10-19	ENCODE				1	1	76		paired-ended	2	ENCFF679UZB		1671091710	Bradley Bernstein, Broad	69e93fd6905a534b015c3bb56f6d367c		https://www.encodeproject.org/files/ENCFF280KFA/@@download/ENCFF280KFA.fastq.gz		HiSeq 2500	/files/ENCFF273UTA/	released	low read depth, mild to moderate bottlenecking, antibody characterized with exemption	NTR biosample, experiment not submitted to GEO		
ENCFF438KUW	fastq	reads	ENCSR987GXT	ChIP-seq	EFO:0007950	GM23338	induced pluripotent stem cell line	adult	male	53 year	Homo sapiens					CTCF-human	ENCAB000AXX	DNA					False	2017-10-19	ENCODE				2	1	76		paired-ended	1	ENCFF580FWH		1418032165	Bradley Bernstein, Broad	c0e2dda3295c2c0ec341180330015064		https://www.encodeproject.org/files/ENCFF438KUW/@@download/ENCFF438KUW.fastq.gz		HiSeq 2500	/files/ENCFF087KQG/	released	low read depth, mild to moderate bottlenecking, antibody characterized with exemption	NTR biosample, experiment not submitted to GEO		
ENCFF580FWH	fastq	reads	ENCSR987GXT	ChIP-seq	EFO:0007950	GM23338	induced pluripotent stem cell line	adult	male	53 year	Homo sapiens					CTCF-human	ENCAB000AXX	DNA					False	2017-10-19	ENCODE				2	1	76		paired-ended	2	ENCFF438KUW		1452470626	Bradley Bernstein, Broad	c2a977b2b3c8b8f4f4ec588ff3a6d318		https://www.encodeproject.org/files/ENCFF580FWH/@@download/ENCFF580FWH.fastq.gz		HiSeq 2500	/files/ENCFF010AGB/	released	low read depth, mild to moderate bottlenecking, antibody characterized with exemption	NTR biosample, experiment not submitted to GEO		
ENCFF000PPW	fastq	reads	ENCSR000BGL	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					SIN3A-human	ENCAB000AKS	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				1053721655	Richard Myers, HAIB	cbbc7af22415e7f7c4c39598bde6d122		https://www.encodeproject.org/files/ENCFF000PPW/@@download/ENCFF000PPW.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000POC/	released	low read depth, control low read depth, mild to moderate bottlenecking, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF000PQC	fastq	reads	ENCSR000BGL	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					SIN3A-human	ENCAB000AKS	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				1994482361	Richard Myers, HAIB	fee989923a7d2e1b0b060f12e3d55942		https://www.encodeproject.org/files/ENCFF000PQC/@@download/ENCFF000PQC.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000POC/	released	low read depth, control low read depth, mild to moderate bottlenecking, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF000RUR	fastq	reads	ENCSR000DLQ	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-03-17	ENCODE				1	1	35		single-ended				612833599	Vishwanath Iyer, UTA	603257a462a1010ba9d09d0266cc07b8		https://www.encodeproject.org/files/ENCFF000RUR/@@download/ENCFF000RUR.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000RUP/	released		biological replicates with identical biosample	insufficient read length	
ENCFF000RUT	fastq	reads	ENCSR000DLQ	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-03-17	ENCODE				2	1	35		single-ended				354408076	Vishwanath Iyer, UTA	355ea63de92cdab471b34b8da210a266		https://www.encodeproject.org/files/ENCFF000RUT/@@download/ENCFF000RUT.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000RUP/	released		biological replicates with identical biosample	insufficient read length	
ENCFF000RUY	fastq	reads	ENCSR000DLQ	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-03-17	ENCODE				3	1	35		single-ended				416793131	Vishwanath Iyer, UTA	20e856e8da4099c3ff8960322fe386b8		https://www.encodeproject.org/files/ENCFF000RUY/@@download/ENCFF000RUY.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000RUP/	released		biological replicates with identical biosample	insufficient read length	
ENCFF336GML	fastq	reads	ENCSR091CSG	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	54 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-20	ENCODE				1	1	100		paired-ended	1	ENCFF163KIH		3413138960	Michael Snyder, Stanford	36a463eed43ac37e0696a9144053cba6		https://www.encodeproject.org/files/ENCFF336GML/@@download/ENCFF336GML.fastq.gz		HiSeq 4000	/files/ENCFF463LCW/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF163KIH	fastq	reads	ENCSR091CSG	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	54 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-20	ENCODE				1	1	100		paired-ended	2	ENCFF336GML		3914238627	Michael Snyder, Stanford	b98c901ab6b3b1123f9c2f14df0991d3		https://www.encodeproject.org/files/ENCFF163KIH/@@download/ENCFF163KIH.fastq.gz		HiSeq 4000	/files/ENCFF751BIN/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF300RLH	fastq	reads	ENCSR414SWG	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-14	ENCODE				1	1	100		paired-ended	2	ENCFF956QIS		3171949682	Michael Snyder, Stanford	11a7a7105437daee6a83962b5f6eb579		https://www.encodeproject.org/files/ENCFF300RLH/@@download/ENCFF300RLH.fastq.gz		HiSeq 4000	/files/ENCFF213WYB/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF956QIS	fastq	reads	ENCSR414SWG	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-14	ENCODE				1	1	100		paired-ended	1	ENCFF300RLH		2577360028	Michael Snyder, Stanford	87b11add7b3ccea2d9e7b99a331200bc		https://www.encodeproject.org/files/ENCFF956QIS/@@download/ENCFF956QIS.fastq.gz		HiSeq 4000	/files/ENCFF626FRU/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF012WDS	fastq	reads	ENCSR068WNI	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2016-12-13	ENCODE				1	1	100		paired-ended	1	ENCFF347JRV		2541352487	Michael Snyder, Stanford	e24484efd84181f24bfbea9efb9455cb		https://www.encodeproject.org/files/ENCFF012WDS/@@download/ENCFF012WDS.fastq.gz		HiSeq 4000	/files/ENCFF047UFK/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF347JRV	fastq	reads	ENCSR068WNI	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2016-12-13	ENCODE				1	1	100		paired-ended	2	ENCFF012WDS		2891257355	Michael Snyder, Stanford	773951eed5dbadd4ded95297edce00fa		https://www.encodeproject.org/files/ENCFF347JRV/@@download/ENCFF347JRV.fastq.gz		HiSeq 4000	/files/ENCFF792LBY/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF644XXX	fastq	reads	ENCSR360BLQ	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	1	ENCFF754KUW		2499342039	Richard Myers, HAIB	7c1c406958d8c342902a95dee728f9fb		https://www.encodeproject.org/files/ENCFF644XXX/@@download/ENCFF644XXX.fastq.gz		HiSeq 2000	/files/ENCFF963KVX/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF754KUW	fastq	reads	ENCSR360BLQ	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	2	ENCFF644XXX		2603918476	Richard Myers, HAIB	ab4b28b2508c154c5b76be2bcc36ae82		https://www.encodeproject.org/files/ENCFF754KUW/@@download/ENCFF754KUW.fastq.gz		HiSeq 2000	/files/ENCFF320JDA/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF000QKJ	fastq	reads	ENCSR000BKU	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					YY1-human	ENCAB000ANT	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				277768003	Richard Myers, HAIB	5071dc49ea385d8ffcde4c3d0e3e7e91		https://www.encodeproject.org/files/ENCFF000QKJ/@@download/ENCFF000QKJ.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000QEX/	released	moderate library complexity, mild to moderate bottlenecking, low read length	biological replicates with identical biosample	control low read depth, insufficient read depth, insufficient replicate concordance	
ENCFF000QKK	fastq	reads	ENCSR000BKU	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					YY1-human	ENCAB000ANT	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				657890473	Richard Myers, HAIB	fea12e86b688cfb06465f1c1d4d6bbd5		https://www.encodeproject.org/files/ENCFF000QKK/@@download/ENCFF000QKK.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000QEX/	released	moderate library complexity, mild to moderate bottlenecking, low read length	biological replicates with identical biosample	control low read depth, insufficient read depth, insufficient replicate concordance	
